"","Species","X.2","X.1","X","GrowthForm_CTD","LHS_CTD","Abund_CTD","IUCNstatus","MeanPCcover","Range","ReefArea_Range","major_clade","family_molecules","family_morphology","larval","sexual","nominal.species","Lower_bound","Mean","Upper_bound","IUCN_conservation_status","Abundance_GBR","Abundance_world","Coloniality","Depth_lower","Depth_upper","Eastern-most_range_edge","Genus_fossil_age","Growth_form_typical","IUCN_Red_List_category","Life_history_strategy","Mode_of_larval_development","Northern-most_range_edge","Ocean_basin","Oocyte_size_at_maturity","Range_size","Sexual_system","Southern-most_range_edge","Species_age_phylogeny","Substrate_attachment","Water_clarity_preference","Wave_exposure_preference","Western-most_range_edge","Zooxanthellate","Polyp_fecundity","Colony_maximum_diameter","Corallite_width_maximum","Corallite_width_minimum","Growth_form_Wallace","Growth_outline_type","Growth_rate","Nitrogen_concentration","Phosphorus_concentration","Sample_identifier","Calcification_rate","Skeletal_density","Skeletal_micro-density","Symbiodinium_density","Tissue_thickness","Propagule_size_on_release","Symbiodinium_sp._in_propagules","Colony_area","Colony_shape_factor","Distance_from_crest","Polyps_per_area","Ratio_of_female_to_male_gonads","Size_at_maturity","Colony_bleached","Mitotic_index","RNA:DNA_ratio","Chlorophyll_a","Lipid_content","Total_biomass","Protein_biomass","Age_at_maturity","Eggs_per_area","Generation_time","Mesentery_fecundity","Number_of_septa_per_corallite","Dark_respiration","Gross_photosynthesis","Larval_swimming_speed","Dissolved_oxygen_concentration","Distance_from_shore","Downward_flux_of_suspended_particulate_matter","Light_extinction_coefficient","Nitrite-nitrate_concentration","Particulate_organic_matter_concentration","Phosphate_concentration","Salinity","Suspended_particulate_matter_concentration","Individual_identifier","Propagule_age","Rainfall","Sunlight","Colony_surface_area","pre_fecundity"
"176","Merulina ampliata",195,196,196,"laminar","generalist","common","LC",0.138,68975060,236149,"Robust","Merulinidae","Merulinidae","spawner","hermaphrodite",NA,1.63484961179484,1.84888968574928,2.06729946739742,"Least Concern","common","uncommon","colonial","20","23","132.77327383","43.84","encrusting_long_uprights","VU","competitive","spawner","29.19550288","pacific","387.666666666667","7621145.313","hermaphrodite","-12.13126248","2.90225166888166","attached","turbid","protected","93.5128467","zooxanthellate",NA,NA,"0.8","0.4",NA,NA,"7.4",NA,NA,NA,NA,NA,NA,NA,NA,"500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6.26454545454545",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6.40725","8.75","4.251875","0.8875","29.554125","1.55825","12.391125","32.900375","8.611375",NA,NA,NA,NA,NA,NA
"177","Merulina scabricula",196,197,197,"laminar",NA,"common","LC",0.278,49498932,205282,"Robust","Merulinidae","Merulinidae",NA,NA,NA,9.82158457188473,11.1651191672012,12.5013612762519,"Least Concern","common","uncommon","colonial","20","1","-165.355789956","43.84","digitate","VU",NA,NA,"31.67908253","pacific",NA,"24285424.49",NA,"-29.51632003","2.08522903354912","attached","clear","broad","30.5292668","zooxanthellate",NA,NA,"1.5","0.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178","Montipora aequituberculata",202,203,203,"laminar",NA,"common","LC",0.173,75859947,240867,"Complex","Acroporidae","Acroporidae","spawner","hermaphrodite",NA,4.32973183589651,4.89427011136807,5.44966409242211,"Least Concern","common","uncommon","colonial","45","2","-105.07434471","43.84","massive","VU",NA,"spawner","28.18220238","pacific","441","44353288.67","hermaphrodite","-34.20531841","1.75716129163281","attached","both","broad","93.7910077","zooxanthellate",NA,NA,"1.4","0.6",NA,NA,NA,"0.65349533175","0.1667648204","82.2",NA,NA,NA,NA,NA,NA,"yes",NA,NA,NA,NA,NA,NA,NA,"0.99","7.87747093",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179","Montipora altasepta",203,204,204,"branching_open",NA,"uncommon","VU",1.36,26926776,136360,"Complex","Acroporidae","Acroporidae","spawner","hermaphrodite",NA,19.2756164046462,22.0339572874464,24.7495685075267,"Vulnerable",NA,"uncommon","colonial","30","1","-152.997497622","43.84","encrusting_long_uprights","NT",NA,"spawner","31.42079024","pacific",NA,"31778443.65","hermaphrodite","-24.84719029","0.895759199865825","attached","turbid","protected","94.1486431","zooxanthellate",NA,NA,"0.6","2.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180","Montipora angulata",204,205,205,"branching_closed",NA,"rare","VU",0.165,41920228,191685,"Complex","Acroporidae","Acroporidae",NA,NA,NA,1.71552437982141,1.95414928186753,2.19258739039514,"Vulnerable","common","uncommon","colonial","20","0","153.5956056","43.84","encrusting_long_uprights","NT",NA,NA,"22.99648807","pacific",NA,"10741972.9485",NA,"-24.68824119","3.089294305402","attached","clear","broad","93.8307449","zooxanthellate",NA,NA,"0.9","0.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181","Montipora australiensis",205,206,206,"columnar",NA,"rare","VU",0.257,40722003,180964,"Complex","Acroporidae","Acroporidae",NA,NA,NA,0.270416533279696,0.305390736784278,0.340695599541036,"Vulnerable","uncommon","uncommon","colonial","20","2","-175.48879492","43.84","digitate","VU",NA,NA,"19.8572434","pacific",NA,"24372055.735",NA,"-25.28430031","2.16448021212482","attached","clear","broad","94.0691686","zooxanthellate",NA,NA,"1.2","0.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182","Montipora cactus",206,207,207,"encrusting_long_uprights",NA,"uncommon","VU",1.81,7012863,74622,"Complex","Acroporidae","Acroporidae","spawner","hermaphrodite",NA,20.0448303240945,22.5908456579529,25.2069308551051,"Vulnerable",NA,"uncommon","colonial","50","0","-105.27303108","43.84","laminar","VU",NA,"spawner","22.22161122","pacific",NA,"41313318.165","hermaphrodite","-34.00663203","1.82455229649158","attached","clear","broad","80.2803344","zooxanthellate",NA,NA,"0.8","0.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183","Montipora calcarea",207,208,208,"digitate",NA,"uncommon","VU",0.03,17886982,92531,"Complex","Acroporidae","Acroporidae",NA,NA,NA,0.0168284861308195,0.0198293821249015,0.0227630556076964,"Vulnerable",NA,"common","colonial","15","1","-133.20833498","43.84","laminar","LC",NA,NA,"38.85166055","pacific",NA,"59456513.705",NA,"-34.58282251","1.80374663388974","attached","clear","broad","23.9726166","zooxanthellate",NA,NA,"0.9","0.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"184","Montipora caliculata",208,209,209,"massive",NA,"uncommon","VU",0.161,43634113,190326,"Complex","Acroporidae","Acroporidae",NA,NA,NA,3.15021100540046,3.57312921199718,4.00360179719202,"Vulnerable","uncommon","uncommon","colonial","5","2","134.2038157","43.84","laminar","VU",NA,NA,"19.49960793","pacific",NA,"8126312.7525",NA,"-11.336517","4.39148652461344","attached","clear","exposed","93.8307449","zooxanthellate",NA,NA,"0.9","0.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"185","Montipora capitata",209,210,210,"encrusting_long_uprights","competitive","uncommon","NT",0.124,37508229,133837,"Complex","Acroporidae","Acroporidae","spawner","hermaphrodite",NA,13.8475142862399,15.7545730295892,17.6587398186561,"Near Threatened","uncommon","common","colonial","20","1","-174.81326126","43.84","branching_open","LC","competitive","spawner","32.71225166","pacific",NA,"51112312.94","hermaphrodite","-31.66213285","3.49612734692218","attached","clear","broad","31.0061141","zooxanthellate",NA,NA,"2.9","1",NA,NA,"1.27",NA,NA,NA,"1.42",NA,NA,NA,NA,NA,NA,NA,NA,NA,112,NA,NA,NA,NA,NA,"14","2.8","7.4795","2.35",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186","Montipora confusa",210,211,211,"encrusting_long_uprights",NA,"uncommon","NT",0.204,8524080,110455,"Complex","Acroporidae","Acroporidae",NA,NA,NA,1.7185519088317,1.94069882505629,2.15967292596951,"Near Threatened","uncommon","uncommon","colonial","20","0","-132.09569129","43.84","massive","NT",NA,NA,"40.12325333","pacific",NA,"65538451.8",NA,"-33.31122973","3.38115934779729","attached","clear","exposed","31.4432241","zooxanthellate",NA,"100","1.2","1.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187","Montipora corbettensis",211,212,212,"digitate",NA,"uncommon","VU",0.054,24447907,155975,"Complex","Acroporidae","Acroporidae",NA,NA,NA,0.413874856991525,0.475154620759741,0.53731818938766,"Vulnerable","common","uncommon","colonial","35","1","134.2038157","43.84","laminar","VU",NA,NA,"19.65855702","pacific",NA,"8068333.9385",NA,"-11.336517","5.50008128532912","attached","turbid","broad","93.6717958","zooxanthellate",NA,NA,"0.5","0.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188","Montipora crassituberculata",212,213,213,"laminar",NA,"uncommon","VU",0.157,48678047,195428,"Complex","Acroporidae","Acroporidae","spawner","hermaphrodite",NA,1.47624071938569,1.67895064741907,1.88175337983129,"Vulnerable","common","uncommon","colonial","41","3","-134.28124139","43.84","submassive","LC",NA,"spawner","30.96381159","pacific",NA,"52766224.72","hermaphrodite","-34.00663203","1.88510785270358","attached","clear","exposed","31.2048005","zooxanthellate",NA,NA,"1.4","0.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189","Montipora danae",213,214,214,"laminar","generalist","common","LC",0.093,64673944,223473,"Complex","Acroporidae","Acroporidae","spawner","hermaphrodite",NA,2.09953122126494,2.38019398122666,2.66241162600911,"Least Concern","common","common","colonial","25","0","-137.18206242","43.84","laminar","NT","competitive","spawner","32.09632391","pacific",NA,"60680646.67","hermaphrodite","-34.34439887","1.8243553772686","attached","clear","protected","31.9200714","zooxanthellate",NA,NA,"0.6","4.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190","Montipora delicatula",214,215,215,"laminar",NA,"uncommon","VU",0.584,5211715,69375,"Complex","Acroporidae","Acroporidae",NA,NA,NA,7.8321126197297,8.85384341886361,9.85790985070226,"Vulnerable",NA,"uncommon","colonial","20","1","-105.47171746","43.84","massive","NT",NA,NA,"27.98351601","pacific",NA,"48783510.66",NA,"-33.80794566","1.54157216636446","attached","both","broad","69.7499566","zooxanthellate",NA,NA,"1.1","0.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191","Montipora digitata",215,216,216,"branching_open","competitive","common","LC",0.611,56741333,226343,"Complex","Acroporidae","Acroporidae","spawner","hermaphrodite",NA,69.694028305728,79.3646950514307,88.8463532783865,"Least Concern","uncommon","common","colonial","15","1","-106.58436114","43.84","massive","LC","competitive","spawner","29.35445197","pacific","507","48826886.025","hermaphrodite","-30.09251051","2.00363272080359","attached","clear","exposed","33.4300879","zooxanthellate",NA,NA,"1.4","0.8",NA,NA,"127.5",NA,NA,NA,NA,NA,NA,"1500000","1","1440","yes",NA,NA,NA,NA,NA,NA,NA,"1.19",NA,"0.8","2.8",NA,"2.35",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192","Montipora efflorescens",216,217,217,"massive",NA,"uncommon","NT",0.174,71718595,240476,"Complex","Acroporidae","Acroporidae","spawner","hermaphrodite",NA,8.45285620949221,9.61174194014113,10.7801534717156,"Near Threatened","common","common","colonial","30","2","133.09117202","43.84","branching_open","NT",NA,"spawner","26.17547002","pacific",NA,"8825659.184","hermaphrodite","-12.13126248","1.66767343369862","attached","clear","broad","93.8307449","zooxanthellate",NA,NA,"1.3","0.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193","Montipora florida",217,218,218,"laminar",NA,"uncommon","VU",0.211,5277067,69399,"Complex","Acroporidae","Acroporidae",NA,NA,NA,0.968118424448077,1.08803815004709,1.20608335285391,"Vulnerable",NA,"common","colonial","20","1","-136.70521512","43.84","encrusting_long_uprights","LC",NA,NA,"39.2490333","pacific",NA,"55976241.295",NA,"-34.82124616","1.8243553772686","attached","turbid","protected","37.801188","zooxanthellate",NA,NA,"0.7","0.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"194","Montipora floweri",218,219,219,"submassive",NA,"uncommon","LC",0.137,56726661,219963,"Complex","Acroporidae","Acroporidae",NA,NA,NA,2.21403235810169,2.52574930873594,2.83735776205089,"Least Concern","common","uncommon","colonial","40","1.5","155.58246932","43.84","laminar","VU",NA,NA,"19.6982943","pacific",NA,"9525143.0255",NA,"-12.4094234","1.84741837000339","attached","clear","protected","94.0691686","zooxanthellate",NA,NA,"0.9","0.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195","Montipora foliosa",219,220,220,"laminar",NA,"common","NT",0.933,67457453,237787,"Complex","Acroporidae","Acroporidae","spawner","hermaphrodite",NA,8.34535859353411,9.49235332866115,10.6342312556823,"Near Threatened","common","common","colonial","30","0","-137.26153696","43.84","encrusting","LC",NA,"spawner","39.30863921","pacific","389","43631567.115","hermaphrodite","-33.80794566","0.831847427057648","attached","both","broad","94.1883804","zooxanthellate",NA,NA,"8","0.7",NA,NA,"59.725",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"196","Montipora foveolata",220,221,221,"massive",NA,"uncommon","NT",0.132,49796598,205723,"Complex","Acroporidae","Acroporidae","spawner","hermaphrodite",NA,4.5869339678456,5.21764983740504,5.85575817869764,"Near Threatened","common","uncommon","colonial","15","7","-153.315395817","43.84","encrusting","NT",NA,"spawner","38.57349963","pacific",NA,"39414734.88","hermaphrodite","-33.11254336","7.19426336761685","attached","clear","exposed","94.1486431","zooxanthellate",NA,NA,"1.1","0.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197","Montipora grisea",221,222,222,"massive",NA,"common","LC",0.668,56169887,201174,"Complex","Acroporidae","Acroporidae","spawner","hermaphrodite",NA,22.5124988527334,25.6548374421379,28.80069098976,"Least Concern","uncommon","common","colonial","15","10","-132.41358949","43.84","massive","LC",NA,"spawner","38.85166055","pacific",NA,"61763138.265","hermaphrodite","-33.94702612","1.75745477691065","attached","clear","exposed","30.9663768","zooxanthellate",NA,NA,"1.3","0.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198","Montipora hirsuta",222,223,223,"branching_open",NA,"common","NT",0.168,6228246,71419,"Complex","Acroporidae","Acroporidae",NA,NA,NA,1.4582214708639,1.63171176999077,1.80567380003012,"Near Threatened",NA,"uncommon","colonial","50","1","132.77327383","43.84","digitate","VU",NA,NA,"26.17547002","pacific",NA,"7255218.2715",NA,"-11.97231339","1.76963825484056","attached","clear","exposed","93.8307449","zooxanthellate",NA,NA,"0.9","0.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199","Montipora hispida",223,224,224,"encrusting_long_uprights",NA,"common","LC",0.349,66419128,216088,"Complex","Acroporidae","Acroporidae","spawner","hermaphrodite",NA,21.6892052474619,24.5268616548625,27.3556245418704,"Least Concern","uncommon","common","colonial","47.5","1","153.5956056","43.84","encrusting","VU",NA,"spawner","31.32144706","pacific",NA,"7650729.648","hermaphrodite","-10.80006379","2.0164361184979","attached","clear","exposed","31.2048005","zooxanthellate",NA,NA,"0.7","0.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200","Montipora hodgsoni",224,225,225,"laminar",NA,"uncommon","VU",0.241,6665969,89985,"Complex","Acroporidae","Acroporidae",NA,NA,NA,3.93665610254198,4.42165002552781,4.9046799325649,"Vulnerable",NA,"common","colonial","40","1","-135.47335962","43.84","encrusting","LC",NA,NA,"38.91126646","pacific",NA,"55313475.315",NA,"-34.00663203","2.14909220294389","attached","clear","protected","30.8074277","zooxanthellate",NA,NA,"1.2","1.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201","Montipora hoffmeisteri",225,226,226,"encrusting",NA,"common","LC",0.151,42363191,191778,"Complex","Acroporidae","Acroporidae","spawner","hermaphrodite",NA,2.59195467792054,2.94592925758338,3.30236902463925,"Least Concern","common","common","colonial","30","0","-175.210634","43.84","laminar","LC",NA,"spawner","38.51389372","pacific",NA,"58314531.625","hermaphrodite","-34.40400478","2.31809167161678","attached","clear","exposed","23.6547184","zooxanthellate",NA,NA,"0.9","0.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202","Montipora incrassata",226,227,227,"encrusting",NA,"uncommon","NT",0.017,43665371,179338,"Complex","Acroporidae","Acroporidae",NA,"hermaphrodite",NA,0.347113261868985,0.39434889041548,0.441074854781415,"Near Threatened","common","uncommon","colonial","30","1","-105.8690902","43.84","massive","NT",NA,NA,"31.75855708","pacific",NA,"41875574.405","hermaphrodite","-33.80794566","1.4958513766073","attached","clear","broad","30.2113686","zooxanthellate",NA,NA,"0.9","0.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203","Montipora informis",227,228,228,"massive",NA,"common","LC",0.45,66603810,237515,"Complex","Acroporidae","Acroporidae","spawner","hermaphrodite",NA,2.03147160778608,2.30905239044246,2.58595356207463,"Least Concern","uncommon","uncommon","colonial","15","0.5","-152.043803036","43.84","submassive","NT",NA,"spawner","30.68565067","pacific",NA,"55109994.53","hermaphrodite","-33.88742021","3.3311220299643","attached","clear","broad","33.1121897","zooxanthellate",NA,NA,"1","7.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204","Montipora malampaya",228,229,229,"digitate",NA,"uncommon","VU",1.488,6263557,71399,"Complex","Acroporidae","Acroporidae","spawner","hermaphrodite",NA,13.6977651986605,15.4395710588417,17.1721413964862,"Vulnerable",NA,"uncommon","colonial","22.5","0","-173.34298211","43.84","branching_open","VU",NA,"spawner","29.35445197","pacific",NA,"22376463.79","hermaphrodite","-25.80088487","2.15550943654394","attached","clear","protected","93.3538976","zooxanthellate",NA,NA,"1","3.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205","Montipora meandrina",229,230,230,"encrusting",NA,"common","VU",0.025,7984131,71341,"Complex","Acroporidae","Acroporidae",NA,NA,NA,0.0210527132119279,0.023937866903936,0.0267986217889559,"Vulnerable",NA,"common","colonial","30","0.75","-174.41588852","43.84","encrusting","LC",NA,NA,"38.0767837","pacific",NA,"48870615.27",NA,"-34.8411148","0.792515212789016","attached","clear","exposed","37.1653917","zooxanthellate",NA,"50","1.2","3.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206","Montipora millepora",230,231,231,"encrusting",NA,"common","LC",0.038,60518933,225240,"Complex","Acroporidae","Acroporidae",NA,NA,NA,0.0339131141250139,0.0384317037037665,0.0429494077887541,"Least Concern","uncommon","common","colonial","20","0","-137.10258787","43.84","encrusting","LC",NA,NA,"37.97903001","pacific",NA,"58746324.995",NA,"-34.18386028","1.96912575493654","attached","both","broad","31.2048005","zooxanthellate",NA,NA,"1.8","12.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207","Montipora monasteriata",231,232,232,"laminar","generalist","common","LC",0.783,61031572,228983,"Complex","Acroporidae","Acroporidae","spawner","hermaphrodite",NA,34.4950565446361,39.3561959096034,44.2036495593842,"Least Concern","uncommon","common","colonial","32.5","2","155.42352023","43.84","digitate","LC","stress-tolerant","spawner","31.30157842","pacific",NA,"25246887.58","hermaphrodite","-30.05277323","0.890109813261532","attached","turbid","protected","30.3305805","zooxanthellate",NA,NA,"1.4","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3320000",NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.1225",NA,NA,"5.05",NA,NA,NA,NA,NA,"0.82","3.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208","Montipora nodosa",232,233,233,"massive",NA,"uncommon","NT",0.227,48277382,206726,"Complex","Acroporidae","Acroporidae",NA,NA,NA,2.53450374580004,2.90623715978251,3.27555050682947,"Near Threatened","uncommon","common","colonial","30","1","-132.69175041","10.975","massive","LC",NA,NA,"31.5598707","pacific",NA,"72522189.75",NA,"-34.40400478","2.07899218597412","attached","both","broad","24.4494638","zooxanthellate",NA,NA,"0.7","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209","Montipora peltiformis",233,234,234,"submassive",NA,"uncommon","NT",0.334,65971347,210399,"Complex","Acroporidae","Acroporidae","spawner","hermaphrodite",NA,18.2681762086871,20.7361180442019,23.1548590178542,"Near Threatened","uncommon","common","colonial","30","1","-137.57943516","10.975","massive","LC",NA,"spawner","38.57349963","pacific",NA,"66126512.035","hermaphrodite","-33.74833975","0.208979534305146","attached","both","broad","31.6816478","zooxanthellate",NA,NA,"10","6.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
